pathway	Time	ref_NES	ref_ES	ref_pval	ref_FDR	ref_log2err	ref_coverage	ref_status	ref_family_eligible_n	ref_family_finite_p_n	ref_LE	control_NES	control_ES	control_pval	control_FDR	control_log2err	control_coverage	control_status	control_family_eligible_n	control_family_finite_p_n	control_LE	delta_NES	ref_signed_NES_rank	control_signed_NES_rank	rank_shift	direction_same	FDR_status	ref_LE_n	control_LE_n	shared_LE_n	LE_Jaccard	shared_universe_LE_Jaccard	added_in_control_LE_n	added_fraction_control_LE	added_abs_z_share_control_LE
"XENOBIOTIC_METABOLISM"	"D1"	1.30944412222462	0.429652169751939	0.0159517699892745	0.0779864310586754	0.111722689770913	74	"estimable"	44	44	"CBR1;MT2A;MTHFD1;UGDH;BLVRB;ALDH9A1;AHCY;FBLN1;F10;ADH1C;CNDP2;HMOX1;ACP1;PTGES3;GCLC;ALDH2;PGD;CYFIP2;GSTO1;ADH5;NMT1;IDH1;ITIH4;SERPINA6;PDLIM5;DCXR;TKFC;HPRT1;PTGDS;KARS1;ITIH1"	1.42161783061853	0.45675605632995	0.000830043572160338	0.00650200798192264	0.151273237061354	98	"estimable"	47	47	"CBR1;MT2A;IGFBP1;MTHFD1;UGDH;BLVRB;ALDH9A1;FBP1;AKR1C3;AHCY;SERPINE1;FBLN1;F10;ADH1C;CNDP2;HMOX1;ACP1;PTGES3;GCLC;ALDH2;PGD;CYFIP2;GSTO1;ADH5;DHRS1;NMT1;IDH1;ITIH4;SERPINA6;PDLIM5;DCXR;SHMT2;TKFC;CYP27A1;HPRT1;SAR1B;PTGDS;KARS1;ITIH1;FAS;TPST1;TGFB2;UPP1;SLC1A5;ASL;ACO2;COMT;IGFBP4"	0.11217370839391	13	5	-8	TRUE	"control_only"	31	48	31	0.645833333333333	0.885714285714286	13	0.270833333333333	0.254452391416951
"ADIPOGENESIS"	"D3"	1.26237503792023	0.284705790849318	0.103960396039604	0.269073966220151	0.058872381059619	94	"estimable"	44	44	"ANGPTL4;ITIH5;LAMA4;ENPP2;REEP6;ETFB;SORBS1;TST;SPARCL1;REEP5;ACAA2;SUCLG1;COL15A1;UBQLN1;G3BP2;QDPR;EPHX2;ME1;LPL;MRPL15;COL4A1;ACADS;IDH1;SDHB;BCL2L13;MIGA2;SULT1A1;PEX14;NMT1;ALDH2;PGM1;CAVIN1"	0.918600316832516	0.195586893105617	0.643230138008206	0.788153029506941	0.0198854539149709	137	"estimable"	47	47	"ANGPTL4;ITIH5;LAMA4;ENPP2;REEP6;ETFB;ADIPOQ;SORBS1;DNAJB9;TST;SPARCL1;REEP5;ACAA2;SUCLG1;COL15A1;UBQLN1;G3BP2;UQCR11;QDPR;EPHX2;ME1"	-0.343774721087714	11	22	11	TRUE	"neither"	32	21	18	0.514285714285714	0.5625	3	0.142857142857143	0.136971959655044
"ALLOGRAFT_REJECTION"	"D3"	-1.30877382112786	-0.301177824399333	0.0762620837808808	0.258117822027597	0.0752539051380473	70	"estimable"	44	44	"ITGAL;PTPRC;CD47;ITGB2;HLA-G;FGR;HLA-E;LYN;TLR2;JAK2;MBL2;CD40LG;F2R;MMP9;CD40;ACHE;TAPBP;TAP1;RPS9;RPS19;CSK;RPS3A;CD4;FYB1;HLA-A;LY75;STAT1;ELANE;UBE2N;SRGN;NME1;FLNA;TAP2"	-1.30468834977664	-0.287129354719741	0.0657395701643489	0.215819428275773	0.0804588724057859	94	"estimable"	47	47	"ITGAL;PTPRC;CD47;ITGB2;HLA-G;RPL9;LCK;FGR;HLA-E;LYN;CCL22;TLR2;PF4;AKT1;JAK2;MBL2;CD40LG;CD3G;F2R;MMP9;CD40;ACHE;TAPBP;NCF4;TAP1;CCL5;RPS9;RPS19;CSK;RPS3A;CD4;FYB1;FAS;HLA-A;LY75;STAT1;ELANE;UBE2N;SRGN;NME1;FLNA;TAP2"	0.00408547135121995	40	44	4	TRUE	"neither"	33	42	33	0.785714285714286	1	9	0.214285714285714	0.231900097886192
"ANDROGEN_RESPONSE"	"D3"	0.759056948548876	0.217082489243596	0.824111470113086	0.884412309389653	0.0173767215706435	30	"estimable"	44	44	"SELENOP;SORD;SEC24D"	-0.898098964932045	-0.227345538145645	0.643869377695625	0.788153029506941	0.0213516499958366	48	"estimable"	47	47	"KRT8;NGLY1;GNAI3;STEAP4;ITGAV;AKT1;DHCR24;UBE2J1;SPCS3;TNFAIP8;ABCC4;LMAN1;ADRM1;RAB4A"	-1.65715591348092	25	32	7	FALSE	"neither"	3	14	0	0	0	5	0.357142857142857	0.421738237306585
"ANGIOGENESIS"	"D3"	1.39278673651979	0.464847399246477	0.0989443179465949	0.269073966220151	0.0644263908163349	17	"estimable"	44	44	"VCAN;POSTN;COL3A1;LRPAP1;NRP1;COL5A2;LPL"	1.53557349808499	0.462821982130011	0.031078322745642	0.136496590887732	0.111722689770913	25	"estimable"	47	47	"VCAN;STC1;POSTN;CXCL6;COL3A1;LRPAP1;NRP1;VEGFA;COL5A2;LPL"	0.1427867615652	8	6	-2	TRUE	"neither"	7	10	7	0.7	1	3	0.3	0.326815855775914
"APICAL_JUNCTION"	"D3"	1.15314477894189	0.264431218083318	0.214062212405669	0.386888233870164	0.0397781136793806	85	"estimable"	44	44	"WASL;VCAN;LAMC2;FBN1;ADAMTS5;MYH10;MDK;CTNNA1;TNFRSF11B;VCAM1;FSCN1;MMP2;B4GALT1;ICAM1;NF2;AKT2;SHC1;ZYX;VASP;TSC1;LDLRAP1"	1.17005809280196	0.258417079286585	0.177519234377932	0.362756696337513	0.0446454413139534	108	"estimable"	47	47	"WASL;VCAN;TGFBI;LAMC2;FBN1;ADAMTS5;MYH10;MDK;CTNNA1;SLIT2;DSC3;TNFRSF11B;COL16A1;VCAM1;FSCN1;MMP2;B4GALT1;ICAM1;ADAM15;NF2;FLNC;AKT2;SHC1;THBS3;ZYX;VASP;TSC1;LDLRAP1;THY1"	0.0169133138600699	16	17	1	TRUE	"neither"	21	29	21	0.724137931034483	1	8	0.275862068965517	0.252043189890844
"APICAL_SURFACE"	"D3"	NA	NA	NA	NA	NA	12	"coverage_outside_original_15_to_500"	44	44	NA	1.2725020046355	0.431145857574246	0.176276771004942	0.362756696337513	0.0471677872332913	16	"estimable"	47	47	"SRPX;SCUBE1;SULF2;RTN4RL1;B4GALT1;GHRL"	NA	NA	14	NA	NA	"not_comparable"	0	6	0	0	0	2	0.333333333333333	0.379832974740307
"APOPTOSIS"	"D3"	1.01976811321884	0.251589058039096	0.421789294495934	0.598668676058744	0.026933847286694	59	"estimable"	44	44	"LGALS3;HMOX1;HGF;LMNA;ETF1;PLAT;BMP2"	1.08520233787959	0.248840052385507	0.297803247373448	0.478089216719354	0.0335763082792088	87	"estimable"	47	47	"LGALS3;IGFBP6;HMOX1;HGF;LMNA;ETF1;PLAT;SOD2;BMP2;PPP2R5B"	0.06543422466075	20	21	1	TRUE	"neither"	7	10	7	0.7	1	3	0.3	0.272142352763286
"BILE_ACID_METABOLISM"	"D3"	-0.84708783464837	-0.232541766941482	0.714714714714715	0.806344806344806	0.0193641858152283	33	"estimable"	44	44	"TTR;SERPINA6;GC;FDXR;SLC29A1;DHCR24;GSTK1;GNPAT"	-1.03179035618072	-0.262817526589586	0.405528052805281	0.595619327557756	0.0291689027518225	47	"estimable"	47	47	"TTR;SERPINA6;LCK;GC;PNPLA8;FDXR;PEX1;SLC29A1;DHCR24;SULT1B1;PEX6;GSTK1;CYP27A1;GNPAT"	-0.18470252153235	29	37	8	TRUE	"neither"	8	14	8	0.571428571428571	1	6	0.428571428571429	0.394686588916543
"CHOLESTEROL_HOMEOSTASIS"	"D3"	-1.10914275948139	-0.316403080138945	0.303448275862069	0.460404280618312	0.0338208621100742	28	"estimable"	44	44	"CLU;PDK3;NIBAN1;STX5;PLSCR1;ALCAM;CD9"	-1.12723872921384	-0.297431798866396	0.266274589332793	0.478089216719354	0.0371170899936045	40	"estimable"	47	47	"CLU;PDK3;NIBAN1;STX5;PLSCR1;ETHE1;ALCAM;MVD;CD9"	-0.0180959697324499	35	40	5	TRUE	"neither"	7	9	7	0.777777777777778	1	2	0.222222222222222	0.165238454340592
"COAGULATION"	"D3"	1.144428965	0.262432567662894	0.226026136572796	0.386888233870164	0.0385679879229386	85	"estimable"	44	44	"MMP1;CRIP2;PRSS23;CAPN2;FBN1;HTRA1;PLAT;APOA1;C8A;LRP1;FGA;CFD;GNG12;FGG;MMP2;F10;C1R;MMP7;CPN1;PEF1;F2;USP11;HPN;HMGCS2;SERPING1;F8;APOC3;A2M"	1.08570607220106	0.240240244508185	0.288943303823696	0.478089216719354	0.0338989746763238	107	"estimable"	47	47	"MMP1;CRIP2;PRSS23;CAPN2;FBN1;SERPINE1;HTRA1;PLAT;C1QA;APOA1;C8A;C8B;LRP1;FGA;CFD;GNG12;FGG;MMP2;F10;C1R;MMP7;CPN1;PEF1;F2;USP11;HPN;HMGCS2"	-0.0587228927989398	19	20	1	TRUE	"neither"	28	27	24	0.774193548387097	0.857142857142857	3	0.111111111111111	0.132396600045913
"COMPLEMENT"	"D3"	-1.64726116139203	-0.355778789837519	0.00187298345067481	0.0274704239432306	0.144233372292081	97	"estimable"	44	44	"CLU;PLG;CTSC;CFB;S100A9;MMP8;GNAI2;F5;GNAI3;FCER1G;LTA4H;CD46;LYN;ITIH1;PLSCR1;USP15;CD59;CDA;GCA;JAK2;ADAM9;CD36;CD55;F7;CASP4;CD40LG;CALM1;CR1;GNG2;GP1BA"	-1.48961360479903	-0.310016640868316	0.00515158516124329	0.0402090753437934	0.129006250027651	135	"estimable"	47	47	"CLU;PLG;CTSC;CFB;S100A9;MMP8;GNAI2;F5;LCK;GNAI3;FCER1G;PPP4C;CASP1;LTA4H;CD46;LYN;ITIH1;PLSCR1;USP15;CD59;CDA;GCA;JAK2;ADAM9;CD36;CD55;F7;CPQ;CASP4;CD40LG;CALM1;CCL5;CR1;CBLB;GNG2;GP1BA;GP9;CXCL1;ITGAM;ANG"	0.157647556593	44	46	2	TRUE	"both_FDR_lt_05"	30	40	30	0.75	0.9375	8	0.2	0.17056165843735
"DNA_REPAIR"	"D3"	-0.720475614330485	-0.180725475572689	0.917254251347988	0.944381602408022	0.0162020144259439	47	"estimable"	44	44	"ITPA;CDA;SEC61A1;ADCY6;PNP;CANT1;TARBP2;DAD1;BCAP31;TMED2"	-0.739142894449089	-0.176330431605661	0.92206456919597	0.92206456919597	0.0160031908778539	62	"estimable"	47	47	"AK3;ITPA;CDA;SEC61A1;ADCY6;PNP;CANT1;TARBP2;DAD1;BCAP31;COX17;TMED2;ADRM1;HPRT1;NME1;NFX1;UMPS;GTF2F1;RFC4;MPG;DDB1;FEN1;RAE1"	-0.018667280118604	28	27	-1	TRUE	"neither"	10	23	10	0.434782608695652	0.588235294117647	6	0.260869565217391	0.239166090261237
"E2F_TARGETS"	"D3"	1.15270016994851	0.295253913019404	0.237408688965782	0.386888233870164	0.0384431401020779	49	"estimable"	44	44	"ILF3;HMGA1;NASP;SRSF2;H2AZ1;EIF2S1;SRSF1;H2AX;DNMT1;RAN;TFRC;NUDT21;HNRNPD;PRDX4;CDKN1A;PAN2;PRPS1"	1.34673937684168	0.323666977212895	0.0688785409390764	0.215819428275773	0.0752539051380473	69	"estimable"	47	47	"ILF3;HMGA1;PSIP1;NASP;SHMT1;SRSF2;TRIP13;MRE11;H2AZ1;EIF2S1;SRSF1;H2AX;DNMT1;RAN;TFRC;XRCC6;NUDT21;LUC7L3;HNRNPD;DCK;PRDX4"	0.19403920689317	17	12	-5	TRUE	"neither"	17	21	14	0.583333333333333	0.823529411764706	7	0.333333333333333	0.333207675602045
"EPITHELIAL_MESENCHYMAL_TRANSITION"	"D3"	2.38339633840494	0.529765072299562	1.3321506261535e-09	5.86146275507539e-08	0.249819528956881	102	"estimable"	44	44	"LOX;ELN;MMP1;VCAN;COL1A2;MATN2;VEGFC;COL1A1;POSTN;COL6A3;IGFBP2;COL6A2;LAMC2;IGFBP4;ABI3BP;WNT5A;FBN1;COL4A2;HTRA1;COL3A1;SFRP1;COLGALT1;LRP1;TNFRSF11B;NNMT;CCN1;PCOLCE2;THBS2;NOTCH2;TNC;VCAM1;CXCL12;MMP2;COL5A2;COL12A1;CTHRC1;MGP"	2.6100573200321	0.553286425016577	1.23739153507814e-14	5.81574021486726e-13	0.312690499869929	140	"estimable"	47	47	"LOX;FZD8;ELN;MMP1;VCAN;COL1A2;MATN2;VEGFC;COL1A1;POSTN;COL6A3;IGFBP2;COL6A2;TGFBI;LAMC2;IGFBP4;ABI3BP;WNT5A;CXCL6;FBN1;TAGLN;COL4A2;MATN3;SERPINE1;HTRA1;CRLF1;LOXL2;COL3A1;SFRP4;SLIT2;MXRA5;SFRP1;COLGALT1;LRP1;QSOX1;TNFRSF11B;COL16A1;NNMT;PCOLCE;CCN1;PCOLCE2;THBS2;NOTCH2;TNC;VEGFA;VCAM1;SPOCK1;SDC1;CXCL12;MMP2;COL5A2;COL12A1;LAMA2;CTHRC1;MGP"	0.22666098162716	1	1	0	TRUE	"both_FDR_lt_05"	37	55	37	0.672727272727273	1	18	0.327272727272727	0.303659593772957
"ESTROGEN_RESPONSE_EARLY"	"D3"	1.5503102579423	0.394945386358801	0.0186838401489381	0.0913432185059197	0.111722689770913	50	"estimable"	44	44	"INHBB;STC2;PRSS23;IGFBP4;CCN5;OLFM1;THSD4;TFF1;CXCL12;SNX24;ABAT;BLVRB;B4GALT1;FLNB;SEMA3B;MYBBP1A"	1.62024800990726	0.393526201917456	0.00598858568950115	0.0402090753437934	0.129006250027651	65	"estimable"	47	47	"INHBB;STC2;PDLIM3;CELSR2;PRSS23;IGFBP4;CCN5;OLFM1;THSD4;OLFML3;TFF1;KLK10;CXCL12;SNX24;ABAT;BLVRB;B4GALT1;FLNB;INPP5F;SEMA3B;MYBBP1A"	0.06993775196496	7	5	-2	TRUE	"control_only"	16	21	16	0.761904761904762	1	5	0.238095238095238	0.264222302290424
"ESTROGEN_RESPONSE_LATE"	"D3"	1.70799001893125	0.429574985808472	0.00383088157682455	0.0313559909839162	0.136831791314999	53	"estimable"	44	44	"LSR;ASS1;UGDH;PRSS23;LAMC2;IGFBP4;ETFB;CCN5;OLFM1;TST;SORD;TFF1;MDK"	1.73702492321861	0.405153432243658	0.00111202370307309	0.010453022808887	0.144233372292081	80	"estimable"	47	47	"PDLIM3;LSR;ASS1;CELSR2;KLK11;UGDH;PRSS23;LAMC2;IGFBP4;ETFB;CCN5;OLFM1;TST;SORD;TFF1;MDK;KLK10"	0.0290349042873599	3	4	1	TRUE	"both_FDR_lt_05"	13	17	13	0.764705882352941	1	4	0.235294117647059	0.251631864105105
"FATTY_ACID_METABOLISM"	"D3"	1.18089998540859	0.275484972504701	0.187441946869775	0.386888233870164	0.0430778341543233	78	"estimable"	44	44	"CBR1;CBR3;UGDH;REEP6;ADH1C;EPHX1;GRHPR;ACAA1;ACAA2;ETFDH;SUCLG1;EHHADH;ME1;H2AZ1;CRYZ;ENO3;ACADS;IDH1;HMGCS2"	0.839831979115782	0.185483890474921	0.802964908988553	0.847082513179031	0.0166836795213792	108	"estimable"	47	47	"CBR1;CBR3;UGDH;REEP6;ADH1C;EPHX1;ECI1;GRHPR;ACAA1;ACAA2;ETFDH;SUCLG1;EHHADH"	-0.341068006292808	15	25	10	TRUE	"neither"	19	13	12	0.6	0.631578947368421	1	0.0769230769230769	0.0705548558395026
"G2M_CHECKPOINT"	"D3"	1.67969042254323	0.415325893885869	0.00427581695235221	0.0313559909839162	0.129006250027651	58	"estimable"	44	44	"MT2A;EWSR1;ILF3;HMGA1;CHMP1A;G3BP1;NASP;CUL1;HMGN2;SRSF2;NOTCH2;SFPQ;H2AZ1;NCL;BUB3;RAD23B;SRSF1;H2AX"	1.49497444770679	0.354781025012393	0.0175371168528506	0.103030561510497	0.111722689770913	73	"estimable"	47	47	"MT2A;EWSR1;ILF3;HMGA1;CHMP1A;G3BP1;NASP;CUL1;HMGN2;SRSF2;NOTCH2;SFPQ;H2AZ1;NCL;BUB3;RAD23B;SRSF1;H2AX"	-0.18471597483644	4	8	4	TRUE	"reference_only"	18	18	18	1	1	0	0	0
"GLYCOLYSIS"	"D3"	1.18587822956182	0.275710389242941	0.18070044709389	0.386888233870164	0.0440309113940373	80	"estimable"	44	44	"ANGPTL4;STC2;VCAN;AGRN;EXT1;NASP;ALDOB;SLC37A4;AGL;B3GALT6;ME1;ENO1;B4GALT1;PYGL;GMPPA;P4HA1;PMM2"	1.36971564077016	0.299601929660282	0.0347169811320755	0.136496590887732	0.105519930289441	116	"estimable"	47	47	"ANGPTL4;STC2;VCAN;STC1;PAM;TGFBI;AGRN;EXT1;NASP;QSOX1;DSC2;ALDH7A1;ALDOB;SLC37A4;AGL;VEGFA;SDC1;NDUFV3;B3GALT6;ME1;ENO1;B4GALT1;GALE;PYGL;GMPPA;P4HA1;PMM2"	0.18383741120834	14	11	-3	TRUE	"neither"	17	27	17	0.62962962962963	1	10	0.37037037037037	0.376775888344491
"HEDGEHOG_SIGNALING"	"D3"	NA	NA	NA	NA	NA	10	"coverage_outside_original_15_to_500"	44	44	NA	-0.983372964824992	-0.335863294157919	0.475285908121729	0.658469141252498	0.0253158458073605	15	"estimable"	47	47	"PLG;PML;ACHE"	NA	NA	35	NA	NA	"not_comparable"	0	3	0	0	0	0	0	0
"HEME_METABOLISM"	"D3"	-1.12610041740556	-0.248973298094622	0.228962818003914	0.386888233870164	0.0420644872196636	84	"estimable"	44	44	"RIOK3;ALAD;SLC2A1;HBD;ABCB6;USP15;ANK1;EPB42;SLC4A1;ENDOD1;SLC11A2;LPIN2;AHSP;DMTN;SLC30A1;ADD2;KEL;MBOAT2;EPB41;DAAM1;BPGM;SPTB;ICAM4;BSG;PSMD9;ADD1"	-1.13750756351085	-0.241295525795722	0.197699190455901	0.371674478057094	0.0451213572756294	120	"estimable"	47	47	"RIOK3;ALAD;PRDX2;TAL1;NNT;BACH1;SLC2A1;HBD;ABCB6;RHAG;USP15;ANK1;MKRN1;EPB42;SLC4A1;ENDOD1;SLC11A2;LPIN2;PDZK1IP1;AHSP;DMTN;SLC30A1;SLC66A2;GYPC;ADD2;KEL;MBOAT2;EPB41;DAAM1;BPGM;SPTB;ACKR1;ICAM4;GLRX5;BSG;PSMD9;ADD1;NUDT4"	-0.01140714610529	36	41	5	TRUE	"neither"	26	38	26	0.68421052631579	1	12	0.315789473684211	0.323773111348377
"HYPOXIA"	"D3"	1.65392986127641	0.391861630881263	0.00407306049547671	0.0313559909839162	0.129006250027651	72	"estimable"	44	44	"LOX;ANGPTL4;STC2;HMOX1;MT2A;CCN5;CSRP2;GRHPR;EXT1;PKLR;CCN1;ALDOB;SLC37A4;B3GALT6;ENO1;P4HA1;ENO3;JMJD6;GAPDH;PGK1"	1.75888760011133	0.393980717625669	0.000484651089920718	0.00569465030656844	0.157999743098826	100	"estimable"	47	47	"LOX;ANGPTL4;STC2;HMOX1;STC1;PAM;SRPX;TGFBI;MT2A;CCN5;SERPINE1;CSRP2;GRHPR;EXT1;PKLR;CCN1;ALDOB;SLC37A4;FBP1;VEGFA;B3GALT6;ENO1;PYGM;PCK1;P4HA1;IGFBP1;ENO3;JMJD6;GAPDH;PGK1"	0.10495773883492	5	3	-2	TRUE	"both_FDR_lt_05"	20	30	20	0.666666666666667	1	10	0.333333333333333	0.330407803609271
"IL2_STAT5_SIGNALING"	"D3"	0.978444192209251	0.243420647288915	0.490391861341372	0.674288809344386	0.0243234666954579	56	"estimable"	44	44	"AHNAK;ITIH5;COL6A1;CXCL10;FGL2;PRNP;BMP2;NRP1"	0.886393475097439	0.207409352079381	0.682280668074487	0.788153029506941	0.0194318591988385	79	"estimable"	47	47	"AHNAK;ITIH5;COL6A1;CXCL10;AGER;FGL2;PRNP;BMP2;NRP1;MYO1E;PHTF2;NOP2;P4HA1;TTC39B;ENO3"	-0.092050717111812	21	23	2	TRUE	"neither"	8	15	8	0.533333333333333	0.727272727272727	4	0.266666666666667	0.206044784741356
"IL6_JAK_STAT3_SIGNALING"	"D3"	-1.02538025574644	-0.290945500889874	0.414880952380952	0.598668676058744	0.0280625306368806	29	"estimable"	44	44	"ITGA4;CD38;CD44;IL17RA;PDGFC;TLR2;CD36;ITGB3;CD9"	1.11900114438326	0.30293182380673	0.280929866036249	0.478089216719354	0.0353832014498495	39	"estimable"	47	47	"HMOX1;CXCL10;CXCL13;CXCL11;CXCL9;INHBE;EBI3"	2.1443814001297	34	19	-15	FALSE	"neither"	9	7	0	0	0	2	0.285714285714286	0.280841019455275
"INFLAMMATORY_RESPONSE"	"D3"	-1.33072943518856	-0.322803938177337	0.0730720068172135	0.258117822027597	0.0766084781008854	56	"estimable"	44	44	"CD48;C5AR1;ITGA5;KCNA3;GNAI3;ATP2C1;LYN;CYBB;ATP2B1;TLR2;SLC11A2;ITGB3;CD55;FPR1;CD40;TAPBP;GP1BA"	-1.0388597595447	-0.23679516576467	0.385375901132853	0.584279592040132	0.0300766936360104	77	"estimable"	47	47	"CD48;C5AR1;ITGA5;LCK;KCNA3;GNAI3;ATP2C1;LYN;CYBB;CCL22;ATP2B1;TLR2;SLC11A2;ITGB3;CD55;MEFV;FPR1;CD40;TAPBP;CCL5;GP1BA"	0.29186967564386	41	38	-3	TRUE	"neither"	17	21	17	0.80952380952381	1	4	0.19047619047619	0.178128511271229
"INTERFERON_ALPHA_RESPONSE"	"D3"	-1.15000335295509	-0.308651526101865	0.248631109308457	0.390706028913289	0.0386038458652974	36	"estimable"	44	44	"CD47;RNF31;PLSCR1;TRIM5;HLA-C;PARP14;UBA7"	-0.892346900029356	-0.21884770796686	0.667825020441537	0.788153029506941	0.0207137582929953	55	"estimable"	47	47	"CD47;RNF31;CASP1;PLSCR1;TRIM5;HLA-C;PARP14;UBA7;MOV10;TAP1"	0.257656452925734	37	31	-6	TRUE	"neither"	7	10	7	0.7	0.875	2	0.2	0.188959814835136
"INTERFERON_GAMMA_RESPONSE"	"D3"	-1.25935962383466	-0.281201089047097	0.101424255502805	0.269073966220151	0.0650002507792486	80	"estimable"	44	44	"CFB;CD38;HLA-G;RNF31;HLA-B;MVP;PLSCR1;TNFAIP2;PARP14;JAK2;PNP;RIPK1;CASP4;PSMA2;FPR1;CD274;CD40;PML;TAPBP;ZNFX1;TAP1;VAMP8"	-1.2161782044843	-0.260582936262956	0.11632870864461	0.287760489805089	0.0601199218047462	111	"estimable"	47	47	"CFB;UPP1;CD38;HLA-G;TMT1B;RNF31;HLA-B;MVP;CASP1;PLSCR1;TNFAIP2;FCGR1A;PARP14;JAK2;PNP;RIPK1;SPPL2A;CASP4;PSMA2;FPR1;CD274;CD40;PML;TAPBP;ZNFX1;TAP1;CCL5;VAMP8"	0.0431814193503601	39	42	3	TRUE	"neither"	22	28	22	0.785714285714286	1	6	0.214285714285714	0.230166629426215
"KRAS_SIGNALING_DN"	"D3"	1.56998193318221	0.540508683561597	0.0412008281573499	0.18128364389234	0.101377203467264	15	"estimable"	44	44	"LFNG;IGFBP2;SELENOP;GTF3C5;MYH7"	1.52334696604452	0.439332636752807	0.0297628145669846	0.136496590887732	0.111722689770913	30	"estimable"	47	47	"LFNG;EDN1;CELSR2;IGFBP2;SELENOP;GTF3C5;SLC16A7"	-0.04663496713769	6	7	1	TRUE	"neither"	5	7	4	0.5	0.8	3	0.428571428571429	0.424679171045746
"KRAS_SIGNALING_UP"	"D3"	1.33499655112702	0.347939898496408	0.0972815533980583	0.269073966220151	0.0628526173488668	45	"estimable"	44	44	"ANGPTL4;SPON1;CXCL10;PLAT;ST6GAL1;SPARCL1;ADAMDEC1;BMP2;APOD;WDR33;SLPI;NRP1"	1.39055167062313	0.328288204056183	0.0437147853118321	0.158045762281239	0.0951997347571879	76	"estimable"	47	47	"ANGPTL4;SPON1;CCL20;CXCL10;PLVAP;PLAT;ST6GAL1;GPNMB;SPARCL1;ADAMDEC1;BMP2;APOD;ITGBL1;WDR33;SLPI;NRP1;CBR4;CTSS;PSMB8;USP12;AKT2;SEMA3B"	0.0555551194961099	10	9	-1	TRUE	"neither"	12	22	12	0.545454545454545	0.857142857142857	8	0.363636363636364	0.330892371256592
"MITOTIC_SPINDLE"	"D3"	0.853005470863946	0.190883191509528	0.76696379843551	0.843660178279061	0.0169001599534176	98	"estimable"	44	44	"WASL;SORBS2;MYH10;EZR;STAU1;WASF2;NOTCH2;CD2AP;FSCN1;ATG4B;SEPTIN9;MAPRE1;MYO1E"	0.799507561093017	0.174878639734864	0.885471698113208	0.904721082854799	0.0153435904182322	116	"estimable"	47	47	"WASL;BIN1;SORBS2;MYH10;EZR;STAU1;WASF2;NOTCH2;CD2AP;FSCN1;ATG4B;SEPTIN9;MAPRE1;MYO1E"	-0.0534979097709289	24	26	2	TRUE	"neither"	13	14	13	0.928571428571429	1	1	0.0714285714285714	0.103767880985213
"MTORC1_SIGNALING"	"D3"	-0.921951072289888	-0.194967253788129	0.639838129496403	0.806344806344806	0.0228764801286867	110	"estimable"	44	44	"CTSC;NIBAN1;ITGB2;ERO1A;LTA4H;TBK1;PSMD14;SLC2A1;SLC7A5;FDXR;PNP;ACLY;SLC1A5;SEC11A;CD9;DHCR24;SSR1;ACTR3;COPS5;ARPC5L;RPN1;PSMB5;M6PR;CALR;HPRT1;CANX;PSMD13;SLC2A3;TUBG1;PDK1;G6PD;DAPP1;PPA1;PSMC4;CACYBP;USO1;PSMD12;ATP2A2;TUBA4A;ABCF2;PSMC6;RDH11;ACSL3"	-0.913394816637569	-0.191386765438339	0.668602150537634	0.788153029506941	0.0214813157001781	130	"estimable"	47	47	"CTSC;NIBAN1;ITGB2;ERO1A;LTA4H;TBK1;PSMD14;SLC2A1;SLC7A5;FDXR;PNP;ACLY;SLC1A5;SLA;PLOD2;SEC11A;CD9;DHCR24;SSR1;ACTR3;COPS5;PSMA4;ARPC5L;RPN1;PSMB5;M6PR;CXCR4;CALR;GBE1;HPRT1;CANX;PSMD13;SLC2A3;TUBG1;PDK1;G6PD;DAPP1;PPA1;NFKBIB;PSMC4;CACYBP;USO1;PSMD12;ATP2A2;TUBA4A;GPI;ABCF2"	0.00855625565231899	33	34	1	TRUE	"neither"	43	47	40	0.8	0.930232558139535	7	0.148936170212766	0.13169690847621
"MYC_TARGETS_V1"	"D3"	1.19370080346962	0.255671054645421	0.14754677020826	0.341687257324391	0.0477811569268953	129	"estimable"	44	44	"ETF1;CNBP;LSM2;ILF2;PABPC1;PABPC4;LSM7;NPM1;G3BP1;SERBP1;CUL1;SF3A1;DHX15;SRSF2;EIF4H;HNRNPC;HNRNPA1;H2AZ1;EIF2S1;BUB3;RAD23B;EIF3B;EIF1AX;SRSF1;HNRNPA2B1;KARS1;SSB;EPRS1;RAN;PGK1;EIF2S2;HNRNPD;RPLP0"	1.13949692108695	0.237267830022469	0.192840007381436	0.371674478057094	0.0422441410140851	156	"estimable"	47	47	"HDGF;ETF1;CNBP;CSTF2;LSM2;ILF2;EIF3J;PABPC1;PABPC4;LSM7;NPM1;G3BP1;SERBP1;CUL1;SF3A1;DHX15;SRSF2;EIF4H;HNRNPC;HNRNPA1;H2AZ1;EIF2S1;BUB3;RAD23B;EIF3B;EIF1AX;SRSF1;HNRNPA2B1;KARS1;SSB;EPRS1;RSL1D1;RAN;PGK1;EIF2S2;XRCC6;HNRNPD;RPLP0"	-0.0542038823826698	12	18	6	TRUE	"neither"	33	38	33	0.868421052631579	1	5	0.131578947368421	0.163151273703658
